SeqID	sham_A1	sham_A2	sham_A3	day1_B2	day1_B3	day6_C1	day6_C2	day6_C3	day28_D1	day28_D2	day28_D3
C1qa|ENSRNOT00000017385	153.290	117.620	105.664	168.126	194.930	1790.020	1488.860	1376.860	535.226	709.937	718.024
C1qbp|ENSRNOT00000037517	96.418	115.859	109.184	129.665	132.902	94.746	104.587	112.703	114.533	99.133	102.746
C1qb|ENSRNOT00000017060	91.571	62.181	62.027	158.865	133.164	1000.530	1084.970	871.483	320.237	365.164	341.929
C1qc|ENSRNOT00000017065	75.782	50.281	44.200	130.845	130.233	1192.750	1180.250	1043.000	221.786	240.433	280.176
C1ql1|ENSRNOT00000003986	46.729	33.166	35.002	63.529	51.243	75.301	58.702	54.373	66.673	108.243	94.322
C1ql2|ENSRNOT00000071305	6.459	5.275	4.231	4.131	4.783	3.604	3.574	5.193	4.715	4.118	2.728
C1ql3|ENSRNOT00000023637	26.064	36.087	27.622	25.727	18.400	14.978	17.446	17.910	18.840	18.390	18.888
C1ql4|ENSRNOT00000081784	2.206	2.007	0.729	1.120	0.755	0.299	0.122	0.645	0.872	1.760	0.312
C1qtnf12|ENSRNOT00000027055	5.299	3.617	4.191	2.767	2.116	1.192	1.574	1.575	3.478	2.156	3.902
C1qtnf1|ENSRNOT00000004373	6.551	3.642	4.013	3.337	2.941	6.426	9.035	5.333	4.917	3.911	8.648
C1qtnf1|ENSRNOT00000087404	2.386	1.911	1.944	1.578	1.852	3.578	4.669	2.721	2.554	1.616	3.444
C1qtnf2|ENSRNOT00000005161	7.171	3.978	3.812	2.965	3.429	6.264	6.623	3.148	4.744	4.421	9.801
C1qtnf3|ENSRNOT00000025170	2.913	2.524	2.879	1.992	1.421	1.226	0.693	1.051	1.870	1.565	12.168
C1qtnf4|ENSRNOT00000012110	52.478	64.809	57.260	56.024	40.355	13.266	17.855	31.747	40.793	31.816	27.850
C1qtnf5|ENSRNOT00000010127	48.806	47.471	46.831	38.306	40.156	47.966	38.924	41.105	57.021	67.052	64.663
C1qtnf6|ENSRNOT00000009551	1.058	1.527	0.886	0.920	0.765	5.884	5.442	2.788	0.822	1.137	3.300
C1qtnf7|ENSRNOT00000064495	1.715	0.573	0.339	0.332	0.316	0.418	0.685	0.302	1.428	0.434	0.740
C1qtnf7|ENSRNOT00000080604	0.200	0.229	0.529	0.000	0.245	0.036	1.652	0.680	0.002	0.000	1.510
C1qtnf9|ENSRNOT00000018533	11.261	9.050	9.271	12.762	2.443	3.830	2.122	2.723	2.991	24.436	7.746
C1rl|ENSRNOT00000015678	2.177	1.365	1.944	1.676	2.429	4.558	4.963	3.458	3.073	3.079	3.554
C1r|ENSRNOT00000078349	30.235	23.301	22.542	19.273	18.773	60.049	54.061	31.677	28.676	24.553	64.139
C1s|ENSRNOT00000016330	22.985	15.739	13.797	16.897	20.102	48.894	52.466	27.143	33.046	24.651	72.647
C1s|ENSRNOT00000056058	0.000	0.083	0.228	0.087	0.068	0.088	0.403	0.094	0.072	0.258	0.635
C2cd2l|ENSRNOT00000030745	21.036	23.797	24.284	19.280	20.303	17.258	16.206	17.782	16.897	14.075	16.930
C2cd2l|ENSRNOT00000083490	7.443	8.765	7.171	7.432	7.262	7.228	6.177	6.369	5.928	6.276	5.800
C2cd2|ENSRNOT00000002209	5.924	7.345	8.186	5.689	5.756	5.627	4.155	4.922	4.406	3.169	4.579
C2cd2|ENSRNOT00000080681	3.680	4.940	4.801	3.978	3.620	3.085	2.783	2.228	2.698	2.236	3.108
C2cd3|ENSRNOT00000023802	4.497	5.371	5.413	4.012	5.007	4.413	4.174	3.375	3.488	3.168	4.179
C2cd4a|ENSRNOT00000043006	1.184	1.829	0.792	1.831	1.009	0.273	0.559	0.883	0.865	0.407	0.413
C2cd4b|ENSRNOT00000012048	4.853	5.384	4.074	4.883	3.804	1.181	1.598	2.159	2.045	2.441	2.066
C2cd4c|ENSRNOT00000010555	4.317	4.905	4.458	4.934	4.136	3.141	2.617	3.961	4.090	3.358	1.599
C2cd4d|ENSRNOT00000028263	1.671	1.773	1.322	2.811	2.131	0.815	1.556	1.369	1.679	0.880	1.235
C2cd5|ENSRNOT00000065387	2.745	3.143	4.160	3.810	3.344	2.886	2.905	2.204	3.172	3.380	3.964
C2cd5|ENSRNOT00000091099	15.677	15.665	15.936	11.461	11.240	8.204	6.087	8.774	9.405	9.191	8.984
C2|ENSRNOT00000060607	32.783	23.729	19.641	16.470	17.897	237.880	157.112	121.166	53.724	78.826	122.948
C3ar1|ENSRNOT00000012216	2.549	1.640	1.840	3.284	4.584	28.037	25.393	16.924	4.882	8.071	7.938
C3|ENSRNOT00000073042	57.730	34.279	31.472	10.519	26.404	182.731	43.036	36.250	79.752	82.629	116.796
C4a|ENSRNOT00000072377	0.064	0.214	0.133	0.117	0.043	0.274	0.179	0.118	0.042	0.227	0.266
C4a|ENSRNOT00000078871	83.650	89.110	97.918	43.555	34.856	192.815	89.630	99.415	82.071	66.960	216.719
C4bpb|ENSRNOT00000005505	0.401	0.252	0.298	0.437	0.206	0.326	0.334	0.441	0.620	0.177	0.171
C4b|ENSRNOT00000031704	3.490	3.652	6.084	2.903	2.149	7.188	3.185	3.165	2.901	1.586	5.384
C5ar1|ENSRNOT00000073034	2.913	2.223	2.475	4.759	10.328	40.074	38.765	27.749	4.700	5.157	7.707
C5ar2|ENSRNOT00000071576	4.146	2.266	1.757	1.988	4.219	21.380	19.035	16.566	8.904	10.586	14.097
C6|ENSRNOT00000033112	1.772	0.608	0.875	1.074	0.928	25.396	14.855	6.589	1.799	1.909	11.158
C7|ENSRNOT00000082548	9.353	12.173	13.033	23.226	15.673	51.524	35.929	30.267	14.486	14.661	40.956
C8g|ENSRNOT00000061904	7.364	4.791	5.059	9.290	5.654	8.062	8.398	7.647	6.552	8.013	8.049
C9|ENSRNOT00000018545	0.696	0.515	0.527	0.430	0.421	0.704	0.435	0.502	0.453	0.833	0.875
Ca11|ENSRNOT00000028540	55.509	76.029	66.282	53.050	43.166	33.128	31.246	39.600	49.843	42.446	48.818
Ca12|ENSRNOT00000023952	5.074	5.738	5.859	3.636	3.437	3.425	2.907	4.229	3.851	2.414	2.944
Ca13|ENSRNOT00000038546	8.579	6.839	3.867	3.449	3.288	7.215	11.693	5.686	7.147	10.258	14.745
Ca14|ENSRNOT00000025523	161.194	116.387	133.521	89.709	91.771	105.856	74.030	91.950	130.684	187.414	160.511
Ca3|ENSRNOT00000014180	2.079	0.978	1.348	1.809	1.641	1.742	1.816	1.255	2.330	1.836	24.405
Ca4|ENSRNOT00000003908	17.544	24.959	10.749	10.538	16.147	4.685	3.235	5.135	12.469	14.521	12.319
Ca5a|ENSRNOT00000025848	0.462	0.586	0.258	0.388	0.358	0.339	0.379	0.117	0.217	0.154	0.315
Ca5b|ENSRNOT00000047354	8.505	5.857	8.598	8.636	7.383	7.389	7.021	4.909	8.668	8.375	8.286
Ca6|ENSRNOT00000051309	7.937	6.191	8.075	5.566	5.000	3.945	5.181	7.038	8.968	8.088	6.523
Ca8|ENSRNOT00000007802	7.533	8.133	8.266	6.490	7.903	5.448	5.215	6.660	9.444	8.241	6.892
Ca9|ENSRNOT00000023060	0.527	0.560	0.476	0.378	0.131	0.895	1.339	0.463	0.232	0.212	0.575
Caap1|ENSRNOT00000010173	14.092	15.243	15.356	11.546	14.459	12.735	12.494	11.894	14.220	11.169	13.292
Cab39l|ENSRNOT00000016162	25.451	23.535	26.701	26.652	27.059	26.014	24.274	23.508	29.031	28.155	27.193
Cab39l|ENSRNOT00000084505	16.183	17.213	19.803	14.500	14.286	11.481	11.175	11.082	14.796	12.685	13.206
Cab39|ENSRNOT00000066440	65.210	75.168	79.665	71.946	71.544	57.377	53.778	61.742	64.492	54.340	57.576
Cab39|ENSRNOT00000085332	46.534	50.816	58.859	44.874	51.226	46.224	40.478	41.682	43.117	38.221	40.398
Cabcoco1|ENSRNOT00000000785	15.181	13.129	16.834	15.256	15.869	9.609	11.389	13.256	20.829	24.466	21.716
Cabin1|ENSRNOT00000001659	6.210	6.685	6.627	4.937	5.148	4.682	4.006	4.253	4.310	3.905	4.421
Cabin1|ENSRNOT00000093157	6.210	6.685	6.627	4.937	5.148	4.682	4.006	4.253	4.310	3.905	4.421
Cabin1|ENSRNOT00000093587	2.797	3.505	3.627	2.094	3.924	3.794	4.324	4.589	2.741	1.599	2.953
Cables1|ENSRNOT00000017187	19.769	19.837	21.649	15.173	19.151	14.888	13.880	16.069	16.160	14.507	12.288
Cables2|ENSRNOT00000084452	41.248	50.069	50.932	33.932	37.327	19.837	20.571	24.897	29.579	22.768	20.631
Cabp1|ENSRNOT00000001551	75.871	109.687	100.664	90.329	72.142	25.959	29.593	59.252	69.806	40.853	39.625
Cabp1|ENSRNOT00000001552	5.638	10.698	10.885	8.320	7.135	2.681	3.408	4.967	4.985	0.841	2.435
Cabp1|ENSRNOT00000039281	100.662	132.546	125.380	105.186	99.067	27.540	34.783	64.523	91.830	59.353	56.130
Cabp2|ENSRNOT00000071109	0.066	0.055	0.065	0.000	0.090	0.160	0.262	0.173	0.227	0.464	0.787
Cabp4|ENSRNOT00000001550	3.199	4.258	4.168	2.467	3.177	1.536	1.549	1.341	1.954	1.411	2.052
Cabp7|ENSRNOT00000078179	86.934	135.771	124.211	111.672	103.480	31.296	33.635	70.209	85.695	51.635	48.622
Cabyr|ENSRNOT00000071392	2.142	1.990	2.822	1.698	1.722	1.315	1.046	1.422	1.745	1.728	1.754
Cacfd1|ENSRNOT00000007677	6.532	4.673	5.125	6.244	5.791	8.381	7.122	7.411	6.548	5.753	7.034
Cacfd1|ENSRNOT00000083078	15.873	11.552	13.285	10.320	9.595	12.555	10.552	11.003	10.034	8.651	10.855
Cachd1|ENSRNOT00000014354	11.509	11.748	11.418	9.969	8.445	9.905	7.403	6.143	9.100	8.818	9.497
Cacna1a|ENSRNOT00000083448	14.614	20.796	19.077	14.808	12.296	7.088	6.630	8.599	9.879	7.592	7.837
Cacna1b|ENSRNOT00000006162	5.204	6.684	5.861	4.594	3.634	2.074	2.286	2.897	3.156	2.299	2.217
Cacna1b|ENSRNOT00000048945	5.760	6.759	6.253	5.087	4.236	1.879	2.231	3.438	3.613	2.458	2.379
Cacna1c|ENSRNOT00000041571	1.015	1.682	1.244	1.755	1.065	0.601	0.701	0.465	0.809	0.661	0.549
Cacna1c|ENSRNOT00000051846	3.593	5.069	3.872	3.633	3.115	2.219	2.257	2.332	2.294	1.325	2.736
Cacna1c|ENSRNOT00000052017	0.082	0.065	0.116	0.239	0.092	0.128	0.169	0.000	0.110	0.114	0.193
Cacna1d|ENSRNOT00000047737	2.834	3.632	4.131	3.039	2.491	1.101	0.973	1.534	1.855	1.076	1.071
Cacna1d|ENSRNOT00000048459	2.862	2.921	3.142	2.472	1.936	1.300	1.221	1.461	1.429	1.036	1.577
Cacna1d|ENSRNOT00000051371	0.617	1.059	0.943	0.550	0.735	0.343	0.305	0.323	0.367	0.430	0.321
Cacna1e|ENSRNOT00000003869	2.504	1.968	2.073	2.050	1.195	0.863	0.568	0.632	0.954	0.916	0.691
Cacna1e|ENSRNOT00000003928	6.003	8.554	8.374	5.370	4.133	2.610	2.049	3.671	3.992	2.155	2.771
Cacna1e|ENSRNOT00000090544	2.925	4.013	3.472	3.570	2.506	1.091	1.305	1.615	1.379	1.707	1.279
Cacna1g|ENSRNOT00000081307	6.883	7.847	7.513	5.869	4.581	2.798	2.086	2.733	3.767	2.780	3.161
Cacna1g|ENSRNOT00000092024	4.957	6.228	5.222	4.264	3.922	1.296	1.821	1.686	3.609	2.110	2.739
Cacna1h|ENSRNOT00000043626	4.954	6.451	6.567	5.445	5.760	3.188	2.564	3.671	4.011	2.961	3.343
Cacna1i|ENSRNOT00000084352	4.570	6.047	4.240	4.873	3.643	1.305	1.062	2.245	2.766	1.586	2.019
Cacna1i|ENSRNOT00000086192	1.102	1.496	2.162	0.728	0.749	0.520	0.391	0.233	0.646	0.595	0.002
Cacna1i|ENSRNOT00000092608	2.799	4.290	2.926	2.354	3.142	0.757	0.823	1.163	1.620	1.157	1.200
Cacna2d1|ENSRNOT00000042914	12.769	14.300	16.519	12.473	12.791	9.835	10.417	9.602	11.156	7.830	9.526
Cacna2d1|ENSRNOT00000090240	0.669	0.896	0.491	1.180	0.227	0.406	0.183	0.847	0.203	0.740	0.000
Cacna2d2|ENSRNOT00000021218	6.685	11.105	9.360	7.583	5.958	1.726	2.839	4.900	5.388	2.664	3.366
Cacna2d2|ENSRNOT00000081242	19.444	22.917	22.204	16.867	13.665	7.331	6.725	11.231	13.597	9.562	8.877
Cacna2d3|ENSRNOT00000048043	23.104	31.955	31.257	26.688	21.321	9.093	9.543	13.603	17.804	12.052	12.421
Cacna2d4|ENSRNOT00000010746	0.136	0.091	0.134	0.212	0.111	0.242	0.199	0.143	0.150	0.193	0.279
Cacnb1|ENSRNOT00000006098	14.592	16.476	16.224	13.038	14.902	5.695	6.872	7.751	10.631	7.948	8.335
Cacnb1|ENSRNOT00000082974	6.465	9.533	7.861	6.341	8.894	5.415	5.343	8.691	7.891	7.233	7.987
Cacnb2|ENSRNOT00000031542	8.282	8.018	9.027	5.445	5.207	2.921	3.302	4.435	5.946	4.210	4.228
Cacnb2|ENSRNOT00000066826	3.293	4.576	3.830	5.970	3.876	1.493	1.480	2.243	2.272	2.590	1.551
Cacnb3|ENSRNOT00000081206	17.957	24.933	19.705	14.893	15.496	14.371	17.466	12.515	14.190	11.335	20.851
Cacnb4|ENSRNOT00000059430	14.257	17.127	19.609	15.453	12.286	7.534	5.865	9.278	11.883	7.469	7.242
Cacng1|ENSRNOT00000004349	0.165	0.069	0.000	0.215	0.056	0.067	0.219	0.072	0.000	0.073	0.774
Cacng2|ENSRNOT00000008414	31.001	46.494	45.320	34.815	30.219	11.142	9.267	19.294	22.254	13.408	15.803
Cacng3|ENSRNOT00000016632	9.324	8.847	11.599	8.072	7.651	3.062	3.828	5.815	7.619	5.988	5.589
Cacng4|ENSRNOT00000004383	19.791	19.626	19.357	15.447	16.188	14.383	13.307	14.518	15.978	19.343	21.062
Cacng5|ENSRNOT00000004578	4.745	6.740	5.525	5.874	3.291	1.348	1.901	2.576	2.592	2.052	1.654
Cacng6|ENSRNOT00000081837	0.671	0.707	0.520	0.842	0.488	0.621	0.237	0.484	0.416	0.191	0.388
Cacng7|ENSRNOT00000089944	122.619	138.393	144.050	108.567	101.538	58.474	52.648	76.528	98.056	90.988	86.970
Cacng8|ENSRNOT00000078444	20.122	20.628	21.245	17.810	15.376	7.968	6.243	9.733	11.788	9.091	9.544
Cactin|ENSRNOT00000027926	11.366	11.604	11.659	10.782	10.194	11.495	10.574	9.833	10.383	10.658	11.011
Cacul1|ENSRNOT00000050617	17.099	16.460	18.677	19.123	18.744	21.486	18.808	18.331	17.606	16.571	16.159
Cacul1|ENSRNOT00000084760	11.079	9.458	10.793	13.480	11.225	14.834	12.577	13.861	10.378	10.285	12.188
Cacybp|ENSRNOT00000003586	123.858	115.397	119.487	96.391	108.859	81.942	75.053	68.078	103.971	101.613	92.804
Cacybp|ENSRNOT00000076990	0.453	1.365	2.627	2.301	0.705	1.346	2.129	4.457	3.651	1.749	1.562
Cadm1|ENSRNOT00000052392	11.407	16.331	15.533	12.885	12.829	29.559	24.996	19.226	14.208	20.349	25.058
Cadm1|ENSRNOT00000079797	42.578	44.260	44.679	35.305	34.970	16.450	20.633	22.505	30.757	29.336	29.319
Cadm2|ENSRNOT00000046370	27.918	34.856	34.506	28.857	22.450	20.513	16.250	20.197	22.386	17.457	20.538
Cadm2|ENSRNOT00000087133	9.245	12.615	12.090	10.505	6.991	7.510	4.460	6.224	6.745	6.779	4.937
Cadm3|ENSRNOT00000004613	150.745	233.479	197.718	169.348	143.190	63.684	65.693	106.128	128.699	79.158	105.222
Cadm3|ENSRNOT00000079263	37.378	53.129	44.230	52.982	33.434	20.549	18.420	33.013	30.910	20.539	27.795
Cadm4|ENSRNOT00000026793	575.753	626.590	527.505	541.608	490.878	364.145	348.586	454.201	506.576	487.515	517.626
Cadps2|ENSRNOT00000068404	7.348	7.866	7.518	6.981	5.055	3.209	3.817	5.198	6.127	5.091	3.849
Cadps|ENSRNOT00000012153	60.929	85.396	89.949	70.529	55.699	24.495	26.811	44.591	55.620	31.502	32.917
Cad|ENSRNOT00000039709	6.622	8.580	7.998	7.308	9.673	6.713	6.652	6.011	6.019	5.490	7.229
Cage1|ENSRNOT00000038349	1.132	0.862	1.512	0.637	0.999	0.649	0.776	1.024	0.969	1.063	1.114
Calb1|ENSRNOT00000010845	25.302	24.908	27.304	26.640	20.697	19.248	15.098	18.451	24.887	28.433	22.173
Calb2|ENSRNOT00000022943	96.440	157.250	166.872	155.722	99.764	34.506	38.672	85.986	93.555	55.593	59.179
Calca|ENSRNOT00000014948	4.779	6.899	6.164	13.584	8.844	15.916	17.777	14.219	4.209	6.634	12.865
Calca|ENSRNOT00000055124	26.934	67.192	44.355	95.138	67.128	34.311	70.343	37.610	25.693	40.910	94.133
Calcb|ENSRNOT00000014764	9.351	16.794	15.141	13.954	32.957	40.268	39.921	36.559	17.363	14.274	21.853
Calcoco1|ENSRNOT00000021523	36.661	38.100	38.067	32.450	28.292	29.277	28.682	31.297	30.881	30.571	31.715
Calcoco1|ENSRNOT00000092974	2.706	3.663	2.877	3.304	1.342	1.322	3.256	6.290	1.294	2.629	7.317
Calcrl|ENSRNOT00000078645	13.606	16.186	16.667	14.591	13.561	20.964	14.981	18.375	10.863	14.294	16.718
Calcrl|ENSRNOT00000088170	18.451	18.648	21.354	17.020	13.393	23.636	16.262	17.700	14.328	16.406	20.522
Calcr|ENSRNOT00000013937	0.330	0.345	0.380	0.144	0.281	0.201	0.146	0.169	0.153	0.000	0.212
Cald1|ENSRNOT00000041264	14.533	17.875	16.828	13.604	18.734	32.448	24.316	20.152	14.437	14.940	24.852
Cald1|ENSRNOT00000086377	16.815	14.784	17.774	11.055	16.699	28.104	21.338	14.004	12.171	10.789	19.863
Calhm2|ENSRNOT00000027526	5.494	2.619	2.877	2.247	3.038	10.088	12.877	6.950	5.467	7.387	9.458
Calhm4|ENSRNOT00000000708	1.732	1.762	3.304	2.046	1.268	1.206	1.646	2.497	2.368	1.193	2.423
Calhm5|ENSRNOT00000057313	0.171	0.285	0.505	0.408	0.524	0.519	0.511	0.449	0.413	0.227	0.987
Calhm6|ENSRNOT00000057317	0.268	0.224	0.353	0.310	0.244	1.594	1.009	0.705	0.490	0.628	0.762
Calm1|ENSRNOT00000064679	1095.120	1308.770	1283.870	1282.990	1188.810	847.921	852.284	934.009	997.073	820.026	844.374
Calm2|ENSRNOT00000022603	1184.150	1354.500	1291.600	1183.270	1074.710	569.905	661.546	900.438	1121.520	911.144	829.369
Calm2|ENSRNOT00000046240	923.400	1040.260	1056.090	1032.340	976.711	637.086	664.503	794.627	1077.030	844.743	782.794
Calml4|ENSRNOT00000009716	6.943	2.351	3.304	1.162	1.278	3.255	6.307	1.992	6.109	12.863	9.092
Caln1|ENSRNOT00000001185	39.327	61.692	60.087	44.998	36.347	16.178	12.813	28.864	26.201	17.093	18.134
Calr3|ENSRNOT00000018018	4.691	6.015	6.133	4.016	3.875	3.504	3.777	4.186	4.169	5.473	5.499
Calr4|ENSRNOT00000057216	3.240	2.566	3.625	0.449	1.514	2.217	1.816	2.321	3.050	3.531	2.768
Calr|ENSRNOT00000004091	418.486	406.722	379.870	331.689	421.783	432.575	461.629	325.283	283.262	329.104	440.151
Calu|ENSRNOT00000008356	39.751	36.369	33.562	47.261	45.447	68.150	63.704	43.944	40.402	42.209	56.767
Calu|ENSRNOT00000008972	13.777	11.916	13.434	12.945	15.208	16.829	17.927	13.137	11.568	9.790	15.012
Calu|ENSRNOT00000090808	0.000	0.837	0.000	0.000	0.000	0.000	0.797	0.000	0.000	0.684	0.947
Caly|ENSRNOT00000024765	34.318	47.397	46.073	42.402	38.109	16.315	15.865	35.077	40.905	27.099	24.040
Caly|ENSRNOT00000089729	122.787	124.219	108.787	114.011	101.872	51.141	57.860	82.260	102.747	86.852	60.690
Camk1d|ENSRNOT00000024099	28.428	37.560	39.912	28.727	23.761	14.889	13.138	17.540	20.722	14.464	16.793
Camk1g|ENSRNOT00000009158	13.679	13.562	14.693	12.113	11.643	3.534	5.062	9.420	9.980	8.503	8.382
Camk1g|ENSRNOT00000044161	6.939	7.721	8.615	4.932	5.449	3.310	2.085	3.953	6.355	3.507	1.714
Camk1|ENSRNOT00000029728	20.386	20.631	20.772	15.342	18.893	21.289	25.682	21.302	24.677	22.562	20.712
Camk2a|ENSRNOT00000041533	42.149	53.823	51.750	51.599	38.547	19.417	21.006	30.512	31.651	24.613	25.255
Camk2a|ENSRNOT00000080177	0.234	0.209	0.000	0.000	0.000	0.202	0.000	0.000	0.000	0.000	0.396
Camk2b|ENSRNOT00000067162	14.249	21.509	16.972	14.416	13.754	6.675	6.221	8.629	10.455	7.124	6.988
Camk2b|ENSRNOT00000081607	15.235	23.003	18.048	16.254	12.345	5.809	4.485	10.323	11.732	8.332	10.163
Camk2b|ENSRNOT00000085265	69.380	90.987	84.855	84.132	65.118	21.842	27.612	47.536	59.897	36.208	36.455
Camk2d|ENSRNOT00000015564	28.509	29.715	32.875	30.781	30.899	33.654	26.556	28.134	27.197	24.842	32.289
Camk2d|ENSRNOT00000016026	28.514	35.248	34.485	30.765	29.789	26.208	23.179	28.174	27.489	25.422	26.080
Camk2g|ENSRNOT00000065644	73.017	83.856	92.046	49.681	49.493	37.969	30.373	45.329	64.278	50.286	47.778
Camk2g|ENSRNOT00000066163	120.212	152.581	159.387	95.299	88.102	59.198	50.479	80.502	100.806	76.378	69.793
Camk2n1|ENSRNOT00000021864	1077.460	1200.060	1146.780	930.353	850.598	455.223	465.900	666.113	824.523	708.394	644.398
Camk2n2|ENSRNOT00000058131	407.106	510.786	478.691	496.094	375.176	139.117	152.125	289.875	289.402	197.664	196.913
Camk4|ENSRNOT00000027771	4.200	5.688	5.220	4.293	3.108	1.980	1.521	1.379	2.622	2.027	2.104
Camk4|ENSRNOT00000078822	2.199	3.553	3.292	3.143	2.811	0.854	0.392	3.105	2.914	1.584	2.025
Camkk1|ENSRNOT00000025009	51.508	67.058	70.509	55.979	48.482	20.344	20.910	38.195	45.953	30.970	31.123
Camkk2|ENSRNOT00000001774	13.689	16.726	16.166	15.402	13.812	8.126	9.637	10.771	13.203	8.286	9.600
Camkmt|ENSRNOT00000048550	15.283	14.500	16.787	13.107	14.823	8.402	10.844	8.976	13.472	13.322	14.277
Camkv|ENSRNOT00000090239	32.014	35.228	30.746	25.626	21.702	10.639	11.945	16.398	24.122	17.899	16.196
Camlg|ENSRNOT00000037088	26.200	23.067	27.173	23.856	24.410	22.150	23.289	22.077	21.906	21.176	21.561
Camp|ENSRNOT00000028130	0.348	1.022	0.345	1.666	4.404	0.990	1.157	0.763	6.730	3.031	5.018
Camsap1|ENSRNOT00000024163	12.668	13.585	13.825	12.166	11.873	8.908	8.911	8.752	10.191	8.869	7.750
Camsap1|ENSRNOT00000078020	6.167	8.156	6.424	5.829	4.793	3.235	2.181	4.517	4.190	2.122	4.091
Camsap2|ENSRNOT00000060410	28.063	34.472	35.622	28.353	25.195	22.184	16.973	16.838	21.681	16.960	20.262
Camsap2|ENSRNOT00000091015	0.472	0.921	0.075	0.000	0.000	0.517	1.218	2.151	0.000	0.591	0.000
Camsap3|ENSRNOT00000001305	7.565	9.690	8.761	7.169	6.721	2.674	3.188	4.840	5.488	3.818	3.672
Camsap3|ENSRNOT00000084906	0.300	0.000	0.603	0.000	0.202	0.000	0.170	0.000	0.000	0.000	0.000
Camta1|ENSRNOT00000066120	40.152	52.074	49.611	43.169	34.836	13.842	14.748	27.575	29.073	18.592	17.775
Camta1|ENSRNOT00000067481	27.831	22.777	25.075	28.681	25.717	18.474	16.965	23.036	27.054	26.645	21.957
Camta2|ENSRNOT00000056622	52.176	66.830	62.265	51.028	47.874	34.291	30.165	37.627	41.397	31.400	36.929
Cand1|ENSRNOT00000010720	48.231	60.691	62.406	57.447	52.207	40.997	37.389	39.664	43.907	38.426	39.175
Cand2|ENSRNOT00000014207	1.944	2.600	0.285	0.729	0.000	0.002	0.000	1.765	0.381	0.072	0.062
Cand2|ENSRNOT00000014217	4.498	3.757	6.017	3.901	6.004	6.356	3.911	3.955	5.516	7.862	7.552
Cant1|ENSRNOT00000066303	23.766	21.037	22.978	18.584	19.752	27.340	24.997	23.978	18.761	21.614	22.143
Canx|ENSRNOT00000049942	236.132	243.583	244.406	233.555	228.669	219.661	200.174	190.746	197.345	200.110	223.831
Cap1|ENSRNOT00000018711	138.665	128.473	128.268	124.954	146.580	197.470	191.358	165.683	139.035	152.369	165.599
Cap2|ENSRNOT00000065742	10.830	13.088	11.098	9.227	11.723	5.576	5.082	7.297	10.284	8.731	10.395
Cap2|ENSRNOT00000078992	9.009	11.132	12.908	8.731	8.460	5.053	4.283	6.773	6.610	7.504	8.111
Capg|ENSRNOT00000018562	13.089	7.578	7.763	42.977	62.762	158.031	192.738	145.212	69.984	93.246	129.516
Capn10|ENSRNOT00000074160	16.229	14.828	15.820	15.845	15.190	13.989	13.129	12.594	11.770	10.868	13.507
Capn12|ENSRNOT00000027645	0.976	1.551	0.868	0.586	1.059	0.685	0.509	0.734	0.793	0.846	0.811
Capn13|ENSRNOT00000047853	0.072	0.241	0.036	0.126	0.025	0.059	0.288	0.063	0.175	0.064	0.155
Capn15|ENSRNOT00000027430	1.679	1.369	1.440	1.544	1.341	1.417	1.063	1.177	1.544	1.112	1.133
Capn15|ENSRNOT00000088104	9.581	10.528	10.417	8.117	8.362	4.678	4.218	5.161	5.169	4.778	4.998
Capn1|ENSRNOT00000028431	15.094	17.915	18.133	12.168	14.151	19.424	19.196	14.823	12.687	11.309	16.760
Capn2|ENSRNOT00000045326	90.177	99.335	96.386	85.526	107.323	86.966	84.061	78.847	82.472	76.212	81.486
Capn3|ENSRNOT00000011761	0.136	0.219	0.000	0.152	0.059	0.469	0.000	0.000	0.209	0.432	0.320
Capn3|ENSRNOT00000079079	0.000	0.000	0.189	0.000	0.056	1.001	0.651	0.866	0.211	0.067	0.307
Capn3|ENSRNOT00000080533	0.472	0.363	0.086	0.196	0.137	1.053	1.391	1.326	0.360	0.745	0.609
Capn5|ENSRNOT00000019370	13.452	14.153	14.124	10.826	9.925	13.575	14.131	10.869	9.048	10.080	13.430
Capn5|ENSRNOT00000083055	5.678	6.072	4.374	4.579	4.347	4.669	4.111	5.005	4.914	3.765	6.252
Capn6|ENSRNOT00000006638	3.525	2.610	2.873	4.351	2.478	7.452	4.347	2.200	3.302	5.280	4.002
Capn7|ENSRNOT00000026323	17.008	17.312	17.686	13.693	15.474	15.862	13.075	12.875	14.745	12.888	15.260
Capn9|ENSRNOT00000025357	0.040	0.233	0.118	0.000	0.136	0.065	0.106	0.245	0.055	0.106	0.068
Capns1|ENSRNOT00000072756	535.035	542.220	523.461	434.059	509.306	375.824	331.120	376.298	445.825	448.325	428.619
Caprin1|ENSRNOT00000012428	104.891	108.012	102.544	102.789	109.354	130.777	118.146	99.880	92.825	99.143	113.341
Caprin2|ENSRNOT00000070907	1.525	3.204	4.169	1.874	2.703	2.716	1.727	0.495	1.143	3.203	2.948
Caprin2|ENSRNOT00000073927	10.118	11.521	12.037	10.059	10.031	7.047	5.684	6.649	7.847	7.410	6.179
Caprin2|ENSRNOT00000074740	0.307	0.293	0.589	0.276	0.000	0.000	0.324	0.285	0.127	0.146	0.552
Caps2|ENSRNOT00000039141	0.081	0.000	0.491	0.017	0.173	0.000	0.074	0.196	0.000	0.069	0.000
Caps2|ENSRNOT00000087341	0.427	0.370	0.361	0.424	0.208	0.337	0.162	0.161	0.538	0.380	0.285
